Title,Abstract
Driver behavior while using Level 2 vehicle automation: a hybrid naturalistic study,"Vehicle automation is becoming more prevalent. Understanding how drivers use this technology and its safety implications is crucial. In a 6–8 week naturalistic study, we leveraged a hybrid naturalistic driving research design to evaluate driver behavior with Level 2 vehicle automation, incorporating unique naturalistic and experimental control conditions. Our investigation covered four main areas: automation usage, system warnings, driving demand, and driver arousal, as well as secondary task engagement. While on the interstate, drivers were advised to engage Level 2 automation whenever they deemed it safe, and they complied by using it over 70% of the time. Interestingly, the frequency of system warnings increased with prolonged use, suggesting an evolving relationship between drivers and the automation features. Our data also revealed that drivers were discerning in their use of automation, opting for manual control under high driving demand conditions. Contrary to common safety concerns, our data indicated no significant rise in driver fatigue or fidgeting when using automation, compared to a control condition. Additionally, observed patterns of engagement in secondary tasks like radio listening and text messaging challenge existing assumptions about automation leading to dangerous driver distraction. Overall, our findings provide new insights into the conditions under which drivers opt to use automation and reveal a nuanced behavioral profile that emerges when automation is in use."
Automation and unemployment: help is on the way,"This paper examines the evolution of unemployment in a task-based model that allows for two types of technical change. One is automation, which turns labor tasks into mechanized ones. The second is addition of new labor tasks, which increases specialization, as in the expanding variety literature. The paper shows that in equilibrium the unemployment caused by automation converges to zero over time."
The impact of automation and optimization on customer experience: a consumer perspective,"The adoption of digital technologies has significantly transformed businesses and society as a whole. The automation of tasks is leading to changes in organizational structures and strategies. Due to technological growth, users are able to identify the benefits and risks that technology can entail in the purchasing process. Specifically, robotic process automation (RPA) can improve efficiency and agility in a company, which in turn can positively impact consumer satisfaction and engagement. However, automation can also negatively affect the consumer experience and service quality if not applied correctly. Therefore, this research focuses on analyzing the impact of automation technologies on purchasing processes and consumer satisfaction. For this purpose, a survey was developed by means of the Likert 5-point scale, which allowed for obtaining 215 valid responses from consumers in the Community of Madrid. The data were processed through the SPSS tool, which enabled the analysis of the data and the proposed model. Consequently, the results show that potential RPA-based automation and optimization of processes can be of great utility for businesses to better address investment for improving consumer satisfaction. In addition, it should be highlighted that this research contributes in an original way to the area of information and communication technologies by allowing for the development of proactive technological implementation plans that consider end-user satisfaction."
The fine line between automation and augmentation in website usability evaluation,"Artificial Intelligence (AI) systems are becoming widespread in all aspects of society, bringing benefits to the whole economy. There is a growing understanding of the potential benefits and risks of this type of technology. While the benefits are more efficient decision processes and industrial productivity, the risks may include a potential progressive disengagement of human beings in crucial aspects of decision-making. In this respect, a new perspective is emerging that aims at reconsidering the centrality of human beings while reaping the benefits of AI systems to augment rather than replace professional skills: Human-Centred AI (HCAI) is a novel framework that posits that high levels of human control do not contradict high levels of computer automation. In this paper, we investigate the two antipodes, automation vs augmentation, in the context of website usability evaluation. Specifically, we have analyzed whether the level of automation provided by a tool for semi-automatic usability evaluation can support evaluators in identifying usability problems. Three different visualizations, each one corresponding to a different level of automation, ranging from a full-automation approach to an augmentation approach, were compared in an experimental study. We found that a fully automated approach could help evaluators detect a significant number of medium and high-severity usability problems, which are the most critical in a software system; however, it also emerged that it was possible to detect more low-severity usability problems using one of the augmented approaches proposed in this paper."
IoT based applications for healthcare and home automation,"The Internet of Things (IoT) is a paradigm that involves connecting the virtual world of the Internet to the real world through so-called smart objects. Indeed, Internet of Things (IoT) devices are extensively employed in a wide range of applications, including healthcare field and home automation. These objects are equipped with communication capabilities and can exchange data over the Internet. In recent times, the healthcare sector has witnessed a surge of growth and transformation. The integration of IoT-enabled devices has revolutionized remote monitoring in healthcare, empowering healthcare providers to keep their patients safe and healthy while delivering exceptional care. On the other hand, the home automation system is becoming increasingly popular due to its many benefits, which involve remotely monitoring and controlling household appliances. In fact, the main challenges faced by home automation systems are poor manageability, rigidity, difficulty in achieving security, and high ownership costs. As the internet and its applications continue to grow, there is enormous potential for remotely accessing, controlling and monitoring network-enabled devices. With this context in mind, the objective of this project is to develop two IoT-based models. These models are based on Arduino and Raspberry pi boards, cloud, Bluetooth and ZigBee protocols. The first model is an IoT healthcare system that employs various sensors to collect heart rate and motion data. The second model is a home automation system that utilizes a DHT11 sensor to measure temperature and humidity levels, a MQ2 sensor to detect gas leaks, and an ultrasonic sensor to control the garage door's opening and closing. Both systems are built around an Arduino or a Raspberry pi microcontrollers integrated with an Android mobile application to process and transmit data via Bluetooth or Zigbee ensuring that the mobile app receives real-time updates."
Speed of environmental change frames relative ecological risk in climate change and climate intervention scenarios,"Stratospheric aerosol injection is a potential method of climate intervention to reduce climate risk as decarbonization efforts continue. However, possible ecosystem impacts from the strategic design of hypothetical intervention scenarios are poorly understood. Two recent Earth system model simulations depict policy-relevant stratospheric aerosol injection scenarios with similar global temperature targets, but a 10-year delay in intervention deployment. Here we show this delay leads to distinct ecological risk profiles through climate speeds, which describe the rate of movement of thermal conditions. On a planetary scale, climate speeds in the simulation where the intervention maintains temperature are not statistically distinguishable from preindustrial conditions. In contrast, rapid temperature reduction following delayed deployment produces climate speeds over land beyond either a preindustrial baseline or no-intervention climate change with present policy. The area exposed to threshold climate speeds places different scenarios in context to their relative ecological risks. Our results support discussion of tradeoffs and timescales in future scenario design and decision-making."
Increase in concerns about climate change following climate strikes and civil disobedience in Germany,"Climate movements have gained momentum in recent years, aiming to create public awareness of the consequences of climate change through salient climate protests. This paper investigates whether concerns about climate change increase following demonstrative protests and confrontational acts of civil disobedience. Leveraging individual-level survey panel data from Germany, we exploit exogenous variations in the timing of climate protests relative to survey interview dates to compare climate change concerns in the days before and after a protest (N = 24,535). Following climate protests, we find increases in concerns about climate change by, on average, 1.2 percentage points. Further, we find no statistically significant evidence that concerns of any subpopulation decreased after climate protests. Lastly, the increase in concerns following protests is highest when concern levels before the protests are low."
"AI-enabled strategies for climate change adaptation: protecting communities, infrastructure, and businesses from the impacts of climate change","Climate change is one of the most pressing global challenges we face today. The impacts of rising temperatures, sea levels, and extreme weather events are already being felt around the world and are only expected to worsen in the coming years. To mitigate and adapt to these impacts, we need innovative, data-driven solutions. Artificial intelligence (AI) has emerged as a promising tool for climate change adaptation, offering a range of capabilities that can help identify vulnerable areas, simulate future climate scenarios, and assess risks and opportunities for businesses and infrastructure. With the ability to analyze large volumes of data from climate models, satellite imagery, and other sources, AI can provide valuable insights that can inform decision-making and help us prepare for the impacts of climate change. However, the use of AI in climate change adaptation also raises important ethical considerations and potential biases that must be addressed. As we continue to develop and deploy these solutions, it is crucial to ensure that they are transparent, fair, and equitable. In this context, this article explores the latest innovations and future directions in AI-enabled climate change adaptation strategies, highlighting both the potential benefits and the ethical considerations that must be considered. By harnessing the power of AI for climate change adaptation, we can work towards a more resilient, sustainable, and equitable future for all."
Changing how you look at climate change: attention bias modification increases attention to climate change,"Mitigating the negative impacts of anthropogenic climate change is among the most serious and pressing challenges facing the global community. Despite the severity of the issue, there seems to be a lack of attention paid to climate change in our daily lives. Yet, climate change-related information can capture observers’ attention, and when attention is drawn to a particular environmental risk, the perceived severity of this attended risk is enhanced. The question then is whether attention to climate change-related information can be modified or enhanced. Here, we report the results of two experiments using single-session attention bias modification training procedures designed to increase attentional focus on climate change-related information. In Experiment 1, attention training to emotionally positive images of climate change (e.g., potential solutions such as windmills and solar panels) increased attention to these images, but not emotionally negative images of climate change (e.g., air pollution, natural disasters, and melting ice). In Experiment 2, this effect was replicated. In addition, Experiment 2 revealed that training to emotionally negative images of climate change increased attention to negative images of climate change, and there was a trend for this enhanced attention to generalize to positive images of climate change. Furthermore, attention training towards negative images of climate change enhanced self-reported levels of concern about climate change. Collectively, our results suggest that attention training can increase the allocation of attention to climate change-related information and, under certain training conditions, concern for climate change increases."
Are transport networks in low-income countries prepared for climate change? Barriers to preparing for climate change in Africa and South Asia,"Climate change, through extreme weather events and slow onset climatic changes, disrupts the operation of transport networks, and those in low-income countries (LICs) across Africa and South Asia are particularly vulnerable to climate change. This paper explores the barriers that LICs face across Africa and South Asia regarding preparedness of transport infrastructure to climate change, with the intent of addressing the knowledge gaps and consequential needs of LICs to support the delivery of more climate-resilient transport. Literature on climate change adaptation and transport resilience among LICs is reviewed to identify the broad challenges and barriers regarding climate change adaptation. Semi-structured interviews with 13 transport stakeholders across Africa and South Asia were also conducted to understand the challenges specific to the transport sector in the regions. Several barriers were identified, including a lack of data and knowledge on climate change impacts, design and prioritisation of remedial actions, budgeting and planning for climate change, and identifying and engaging with stakeholders. Findings from this paper and the wider research project it comprises inform policy guidance that calls for greater national and international coordination to develop practical, relevant and usable data, tools, advice and support for some of the most at-risk transport networks to climate change in the world."
Leveraging neuroscience for climate change research,"Anthropogenic climate change poses a substantial threat to societal living conditions. Here, we argue that neuroscience can substantially contribute to the fight against climate change and provide a framework and a roadmap to organize and prioritize neuroscience research in this domain. We outline how neuroscience can be used to: (1) investigate the negative impact of climate change on the human brain; (2) identify ways to adapt; (3) understand the neural substrates of decisions with pro-environmental and harmful outcomes; and (4) create neuroscience-based insights into communication and intervention strategies that aim to promote climate action. The paper is also a call to action for neuroscientists to join broader scientific efforts to tackle the existential environmental threats Earth is currently facing."
Maritime cybersecurity: protecting digital seas,"Increasing digitisation in the maritime domain and the intensive use of information technologies have become essential for the effective functioning of systems that manage navigation, communications, sensors and weapons throughout the maritime chain. In this context, the issuance and enforcement of international standards and policies are seeking to mitigate the appearance of threats and vulnerabilities that aim to compromise access to functionalities, on-board systems and network integrity. Thus, in this article, we first review the main proposals for guidelines, frameworks and other solutions related to cybersecurity in the maritime environment. Subsequently, we analyse the way in which cybersecurity challenges specific to systems and equipment in this particular environment are addressed, identifying the main cybersecurity weaknesses and needs in the maritime environment that are not completely addressed. Based on this analysis, we then propose the structure of POSEIDON, a comprehensive framework for managing cybersecurity in maritime environments that addresses the identified gaps. This cybersecurity management framework takes into account existing proposals and is complemented by a set of new elements to provide a comprehensive approach to addressing the weaknesses identified."
More than malware: unmasking the hidden risk of cybersecurity regulations,"Cybersecurity investments are made within a complex and ever-evolving environment, where regulatory changes represent a significant risk factor. While cybersecurity regulations aim to minimize cyber risks and enhance protection, the uncertainty arising from frequent changes or new regulations can significantly impact organizational response strategies. This paper explores the determinants and implications of regulatory risks associated with cybersecurity, aiming to provide a deeper understanding of how these risks influence strategic decision-making. The study delves into the suggestion of preventive and mitigative controls that enable businesses to adapt to and mitigate potential disruptions caused by regulatory changes, thereby preserving their established cybersecurity practices. Another key contribution of this study is the introduction of a stochastic econometric model that illustrates how regulatory risks and uncertainties can affect investment behaviors, often prompting a “wait-and-see” stance. This model synthesizes the complex relationship among investment choices, regulatory changes, and cybersecurity risks, providing insights into the dynamic nature of cybersecurity investment strategies. The research findings offer valuable guidance for risk management and strategic planning in cybersecurity investments. By comprehensively understanding the drivers and impacts of regulatory risks, businesses and policymakers can develop more effective risk evaluation and management approaches. This is essential for sustaining a strong cybersecurity posture while navigating the changing regulatory environment."
Cybersecurity knowledge graphs construction and quality assessment,"Cyber-attack activities are complex and ever-changing, posing severe challenges to cybersecurity personnel. Introducing knowledge graphs into the field of cybersecurity helps depict the intricate cybersecurity landscape and provides technical support for threat identification and situational awareness. However, during the process of constructing knowledge graphs, inevitable noise and conflicts may be introduced, leading to misleading inferences and decisions. This paper aims to address the issues of constructing and assessing the quality of cybersecurity knowledge graphs. We manually constructed a dataset of cybersecurity knowledge graphs (CS13K) and expanded the existing cybersecurity ontology, building a more versatile ontology applicable to existing data features. Building upon this, we utilized Neo4j to construct the cybersecurity knowledge graph. Furthermore, we propose an AttTucker model, based on Transformer, for assessing the quality of knowledge graphs. By employing numerous self-attention heads, this model captures latent information among entities and relations. While reducing the dimensionality of knowledge embeddings, the model achieves evaluation results comparable to high-dimensional embeddings. Finally, we incorporate the path-level information between entities in the knowledge graph into the evaluation of knowledge graph quality based on the AttTucker model. Experimental analysis on both generic datasets and cybersecurity datasets demonstrates that our model significantly improves F1 value and accuracy in knowledge graph quality assessment tasks, outperforming other models."
Cybersecurity knowledge graphs,"Cybersecurity knowledge graphs, which represent cyber-knowledge with a graph-based data model, provide holistic approaches for processing massive volumes of complex cybersecurity data derived from diverse sources. They can assist security analysts to obtain cyberthreat intelligence, achieve a high level of cyber-situational awareness, discover new cyber-knowledge, visualize networks, data flow, and attack paths, and understand data correlations by aggregating and fusing data. This paper reviews the most prominent graph-based data models used in this domain, along with knowledge organization systems that define concepts and properties utilized in formal cyber-knowledge representation for both background knowledge and specific expert knowledge about an actual system or attack. It is also discussed how cybersecurity knowledge graphs enable machine learning and facilitate automated reasoning over cyber-knowledge."
Recommender Systems in Cybersecurity,"With the growth of CyberTerrorism, enterprises worldwide have been struggling to stop intruders from obtaining private data. Despite the efforts made by Cybersecurity experts, the shortage of skillful security teams and the usage of intelligent attacks have slowed down the enhancement of defense mechanisms. Furthermore, the pandemic in 2020 forced organizations to work in remote environments with poor security, leading to increased cyberattacks. One possible solution for these problems is the implementation of Recommender Systems to assist Cybersecurity human operators. Our goal is to survey the application of Recommender Systems in Cybersecurity architectures. These decision-support tools deal with information overload through filtering and prioritization methods, allowing businesses to increase revenue, achieve better user satisfaction, and make faster and more efficient decisions in various domains (e-commerce, healthcare, finance, and other fields). Several reports demonstrate the potential of using these recommendation structures to enhance the detection and prevention of cyberattacks and aid Cybersecurity experts in treating client incidents. This survey discusses several studies where Recommender Systems are implemented in Cybersecurity with encouraging results. One promising direction explored by the community is using Recommender Systems as attack predictors and navigation assistance tools. As contributions, we show the recent efforts in this area and summarize them in a table. Furthermore, we provide an in-depth analysis of potential research lines. For example, the inclusion of Recommender Systems in security information event management systems and security orchestration, automation, and response applications could decrease their complexity and information overload."
Design tactics for tailoring transformer architectures to cybersecurity challenges,"In the rapidly evolving landscape of cyber threats, effective defense strategies are crucial for safeguarding sensitive information and critical systems. Deep learning methods, notably the Transformer architecture, have shown immense potential in addressing cybersecurity challenges. However, customizing, and adapting Transformer architectures for cybersecurity applications presents a challenge, demanding the utilization of effective strategies to achieve optimal performance. This study presents a comprehensive analysis of design tactics employed in tailoring Transformer architectures specifically for cybersecurity problems. Design tactics, defined as strategic solutions to architectural challenges based on well-justified design decisions, are explored in-depth within the context of cybersecurity. By examining the modifications and adaptations made to the original Transformer architecture, this study unveils the design decisions and strategies crucial for successful implementation in diverse cybersecurity domains. The findings emphasize the significance of aligning design tactics with the unique business requirements and quality factors of each specific application domain. This study contributes valuable insights into the utilization of design tactics for customizing Transformer architectures in cybersecurity, paving the way for enhanced defense strategies against the dynamic and evolving nature of cyber threats."
Spreading cybersecurity awareness via gamification: zero-day game,"This research project aims to increase the employees' cybersecurity awareness by proposing a training program that consists of pre-game and post-game phishing attacks, pre-game and post-game surveys, and an interactive zero-day game with embedded threat scenarios. Furthermore, we propose five flowcharts that simulate common cyberattacks. The zero-day game consists of five levels. The first level trains employees in using complex passwords. Two levels cover the social engineering attacks: one level trains employees about suspicious links and online survey tricks, while the other level trains players about the organization's security policies. The fourth level educates employees about malware spread via repackaged fake applications. The last level educates employees about phishing email attacks. Furthermore, we developed a chatbot inside the game to aid users in playing the different game levels. Additionally, two surveys and two phishing attacks are carried out to assess the employees' knowledge level of cybersecurity threats. The zero-day cybersecurity awareness program is applied to twenty-three employees. Experimental results indicate that the zero-day cybersecurity awareness program is more engaging and effective than traditional awareness programs. Results also indicate that the proposed program accurately measures and improves the employees' cybersecurity awareness level."
Should firms invest more in cybersecurity?,"We combine unique survey data on IT use and administrative tax record data on Dutch firms to understand how cybersecurity investments relate to the probability of cyber incidents and firm profitability. This dataset allows us to control for firm size, industry, and IT organization. We construct a new indicator to measure the degree of cyber maturity of firms and find that this maturity level tends to increase with firm size. Regression analyses suggest that the relation between maturity level and probability of a cyber incident is inverted U-shaped: a higher maturity level is initially associated with a higher incident probability, but the highest maturity level is associated with fewer reported incidents. This finding is consistent with the hypothesis that basic cybersecurity measures enable better detection of incidents and more sophisticated measures help to prevent incidents. We do not find, however, evidence for a positive relation between cybersecurity measures and profits."
Perceptions of organizational responsibility for cybersecurity in Saudi Arabia: a moderated mediation analysis,"The study aims to explore the crucial interaction between organizational responsibility and employee behavior in cybersecurity, particularly in the distinct setting of Saudi Arabia. It investigates how organizational responsibility perceptions impact employee attitudes and practices towards cybersecurity. The research utilizes a mixed theoretical framework, incorporating stewardship theory, protection motivation theory, and the theory of planned behavior. It examines the intricate link between organizational leadership, policies, and individual responses to cybersecurity threats through a comprehensive survey conducted among Saudi employees. The study discovers that employees’ perceptions of organizational responsibility greatly influence their cybersecurity behavior. It also finds that employee attitudes towards cybersecurity act as a mediator in this relationship. Contrary to expectations, personal experiences with cybersecurity incidents do not significantly moderate these relationships. This underlines the complex and culture-specific nature of cybersecurity compliance in organizational contexts. This research uniquely contributes to the understanding of cybersecurity behavior within organizations, particularly highlighting the need for policies that align with both organizational objectives and individual behaviors in culturally specific environments like Saudi Arabia. It offers novel insights into the less pronounced impact of personal cybersecurity experiences on organizational-employee dynamics in cybersecurity compliance."
How the three lines of defense can contribute to public firms’ cybersecurity effectiveness,"This interpretative field study examines how public firms deal with cybersecurity-related issues, emphasizing how the three lines of defense can contribute to cybersecurity effectiveness. Sixteen interviews were conducted with 18 participants, including 13 executives/senior managers in internal audit, information technology (IT), and information security (IS) in 13 different public firms. The many cybersecurity structures, processes, or relational mechanisms established by the three lines of defense in the participating organizations are identified. These governance mechanisms are used as a baseline for analyzing how teams in internal audit, IT, IS, cybersecurity, legal, finance, corporate communications, and environmental, social and governance (ESG) are engaged and collaborate in dealing with cybersecurity-related issues. This study entered into the “black box” to document how different organizational functions are involved in IT/IS governance mechanisms associated with cybersecurity. Findings can help board of directors and management reflect on the nature of cybersecurity activities that could be implemented to enhance cybersecurity effectiveness. Regulators may consider the issues raised by participants to clarify regulations about cybersecurity disclosure."
Towards NICE-by-Design Cybersecurity Learning Environments: A Cyber Range for SOC Teams,"Cybersecurity has become an increasingly important field as cyber threats continue to grow in number and complexity. The NICE framework, developed by NIST, provides a structured approach to cybersecurity education. Despite the publication of cybersecurity frameworks, scenario design in cybersecurity is not yet governed by structured design principles, leading to ambiguous learning outcomes. This research uses the NICE framework to provide structure design and development of a cyber range and the relevant scenarios. The proposed methodology and research results can assist the scenario design in cybersecurity and as a methodological procedure for evaluation. Finally, the research provides a better understanding of the NICE framework and demonstrates how it can assist in creating practical cybersecurity scenarios."
Cybersecurity considerations for radiology departments involved with artificial intelligence,"Radiology artificial intelligence (AI) projects involve the integration of integrating numerous medical devices, wireless technologies, data warehouses, and social networks. While cybersecurity threats are not new to healthcare, their prevalence has increased with the rise of AI research for applications in radiology, making them one of the major healthcare risks of 2021. Radiologists have extensive experience with the interpretation of medical imaging data but radiologists may not have the required level of awareness or training related to AI-specific cybersecurity concerns. Healthcare providers and device manufacturers can learn from other industry sector industries that have already taken steps to improve their cybersecurity systems. This review aims to introduce cybersecurity concepts as it relates to medical imaging and to provide background information on general and healthcare-specific cybersecurity challenges. We discuss approaches to enhancing the level and effectiveness of security through detection and prevention techniques, as well as ways that technology can improve security while mitigating risks. We first review general cybersecurity concepts and regulatory issues before examining these topics in the context of radiology AI, with a specific focus on data, training, data, training, implementation, and auditability. Finally, we suggest potential risk mitigation strategies. By reading this review, healthcare providers, researchers, and device developers can gain a better understanding of the potential risks associated with radiology AI projects, as well as strategies to improve cybersecurity and reduce potential associated risks.Clinical Relevance StatementThis review can aid radiologists’ and related professionals’ understanding of the potential cybersecurity risks associated with radiology AI projects, as well as strategies to improve security.Key Points• Embarking on a radiology artificial intelligence (AI) project is complex and not without risk especially as cybersecurity threats have certainly become more abundant in the healthcare industry.• Fortunately healthcare providers and device manufacturers have the advantage of being able to take inspiration from other industry sectors who are leading the way in the field.• Herein we provide an introduction to cybersecurity as it pertains to radiology, a background to both general and healthcare-specific cybersecurity challenges; we outline general approaches to improving security through both detection and preventative techniques, and instances where technology can increase security while mitigating risks.Graphical Abstract"
Cybersecurity disclosure in the banking industry: a comparative study,"The recurrence of cyberattacks on businesses in the last decade has attracted significant attention from policy makers and market participants to the importance of corporations’ responsibility and transparency on cybersecurity. In this study, we investigate cybersecurity disclosure made by the 48 largest Canadian and US banks from 2014 to 2020, using an exploratory qualitative approach. The banking industry has been a major target of cyberattacks due to the critical data that it contains. We first develop an index based on previous literature, current policies on cybersecurity disclosure and consultation with academics and practitioners. We then use the index to manually code bank reports related to cybersecurity. Afterward, we investigate the content of the disclosures in detail and discuss the level of compliance with the index. We then critically discuss banks’ disclosure behaviors using proprietary cost, signaling and legitimacy theories and provide recommendations for policy makers and other stakeholders."
Deep learning techniques to detect cybersecurity attacks: a systematic mapping study,"ContextRecent years have seen a lot of attention into Deep Learning (DL) techniques used to detect cybersecurity attacks. DL techniques can swiftly analyze massive datasets, and automate the detection and mitigation of a wide variety of cybersecurity attacks with superior results. However, no systematic study exists that summarizes these DL techniques since most studies are informal literature surveys or focus on different subjects.ObjectiveTo deliver a comprehensive and systematic summary of the existing DL techniques used to detect cybersecurity attacks as they are described in the literature. To identify open challenges for future research.MethodWe conducted a systematic mapping study about DL techniques to detect cybersecurity attacks driven by eleven research questions. We followed existing guidelines when defining our research protocol to increase the repeatability and reliability of our results.ResultsFrom an initial set of 1839 papers, we identified 116 relevant primary studies, primarily published in the last three years. We investigated multiple aspects of the DL techniques, such as the cybersecurity attack types to detect, their application domains, the programming languages, libraries, operating systems, and frameworks used to implement the DL techniques, the datasets used to train the DL models, the types of research carried out (academic or industrial), the performance of the techniques, and the advantages and disadvantages of each technique. We present a new taxonomy comprising 36 different DL techniques. We identified 14 application domains, eight cybersecurity attacks, and 93 publicly available datasets, among other results.ConclusionsWe provide six lessons learned along with recommendations for future research directions. The most active research areas in DL techniques for the identification of cybersecurity attacks discuss CNN and LSTM techniques. DL techniques in cybersecurity is a rapidly growing and developing research area, with many open challenges, including the lack of (a) research conducted in industrial settings, (b) real-time datasets, (c) studies focusing on promising DL techniques and relevant cybersecurity attacks."
The Role of Culture on Islamic Finance: A Comparative Analysis from Islamic Finance Permitting Countries,"Despite the inclusion of cultural elements in hundreds of business and management research studies, there have been relatively few studies in finance, and Islamic finance just recently seems to have discovered the impact of culture. Through this study, culture has been proposed as the next possible means to improve the Islamic finance industry. By utilizing data from 2012 to 2019, this paper aims to empirically examine the effects of culture, proxied by education, on Islamic finance in 45 Islamic finance-permitting countries by using generalized method of moments (GMM) estimators. We find significant effects of culture in Islamic finance in all regions except for developed countries and other Arab countries, which are still in their infancy in the field of Islamic finance. Developed countries need to change their educational system in Islamic finance to reflect the real, Shariah-based ethics of Islam rather than secular humanism, while other Arab countries should pay more attention to the Islamic finance industry. Thus, it is important to consider the culture and open the door to the new discipline of “Islamic cultural finance” in the development of the Islamic finance industry."
Islamic finance and governance indicators: empirical evidence from Islamic finance-permitting countries,"Despite being greatly progressive for more than 45 years covering even Muslim minority countries, the development of Islamic finance in some countries is not supported by well-established governance. This paper aims to empirically re-examine the effects of the governance components on Islamic finance in 45 Islamic finance-permitting countries. The study utilizes the dynamic panel GMM approach from the data spanning from 2012 to 2019. We find insignificant effect of regulation in Islamic finance in the region of developed countries, Muslim minority countries, and other Arab countries. We also find that corporate governance is not statistically significant in MENA and non-Asian countries. These results reinforce the need for a new type of regulation based on product requirements, policies, and procedures. Thus, the governance indicators can be understood by the wider world and assist in gaining more acceptance for the Islamic finance industry."
Does green finance policy promote green total factor productivity? Evidence from a quasi-natural experiment in the green finance pilot zone,"The establishment of Green Finance Reform and Innovation Pilot Zones represents a novel endeavor aimed at paving a “bottom-up” pathway for the advancement of green finance and, consequently, holds immense significance in fostering economic growth that is environmentally sustainable. Drawing on data spanning the years 2013–2019 from 278 prefecture-level cities across China, we delve into the influence of the Green Finance Reform and Innovation Pilot policy on urban Green Total Factor Productivity. We found that: Firstly, the Green Finance Reform and Innovation Pilot policy has demonstrated a discernible enhancement in Green Total Factor Productivity within the designated pilot regions. Secondly, there is heterogeneity in the promotion effect of this pilot policy on Green Total Factor Productivity. As the geographical advantage and economic development level decrease, this promotional effect gradually diminishes. Thirdly, it is evident that the Green Finance Reform and Innovation Pilot policy primarily elevates Green Total Factor Productivity in the pilot regions by improving resource allocation efficiency, fostering innovation in green technologies, and facilitating the upgrading of industrial structures. This research not only underscores the efficacy of green finance in the context of economic transition but also provides empirical substantiation for the strategic utilization of pilot zones to propel nationwide initiatives aimed at sustainable green development.Graphical abstract"
Green digital finance and technology diffusion,"Technology diffusion is essential for sustainable development. However, traditional financing faces structural problems in supporting technological innovation and diffusion. Fortunately, greening and digitalisation have become important directions for the financial development. It’s well worth examining whether green digital finance would promote the diffusion of technology among regions. Therefore, this study explores the causal relationship between green digital finance and technology diffusion using the panel data of 35,532 ‘citing city-cited city’ pair observations from 2002 to 2015. Considering different spatial spillover effects of administrative boundaries and geographic distances, it applies and extends the classic spatial Dubin model with a dual-weighted boundary and distance. The main findings of this study are as follows. First, green digital finance shows significant and considerable spatial stimulus effects, particularly in terms of spatial diffusion across cities. A slight cumulative phenomenon is revealed for different technology diffusion durations. Green digital credit, investment, and support have better stimulating effects on technology diffusion. Second, digital economy and market integration are effective mechanism pathways during this stimulating process of green digital finance on technology diffusion. Digitalisation innovation has a better mechanism effect than others. Third, considering the direction of technology diffusion, the diffusion effect from the east-region cities was better than that from the central-west-region cities."
"Households’ coping mechanisms with droughts and floods using finance, non-finance and the social safety net measures: evidence from Kenya","This study analysed households’ use of formal and informal finance, non-finance livelihood diversification and the social safety net measures in coping with droughts and floods. It employed a cross-sectional survey of 1370 households across 27 counties in Kenya that are prone to droughts and floods. Bivariate probit regressions reveal that households employ multiple coping measures related to finance, the social safety net and non-finance choices. The use of coping measures vary by household income, household dependency ratio, geographic and agro-climatic contexts, as well as the household head’s age and educational attainment. Further, the findings reveal that the use of the social safety net and non-finance coping mechanisms demonstrate complementarities in coping with droughts, suggesting that opportunities to benefit from the social safety net do not dampen livelihood diversification initiatives by the households. Additionally, households in arid and semi-arid lands (ASALs) depend to a large extent on the social safety net and non-finance livelihood diversification coping mechanisms, signalling the need to explore ways that encourage private sector development in promoting market-oriented coping strategies."
How does digital finance encourage the use of renewable energy in China? Inverse relationships from green finance,"A promising approach forfacilitating China’s shift towards renewable energy sources entails combining digital finance and green financing. The present research investigates the supply chains and reverse logistics of significant financial indices, including the S&P Green Bond Index, the MSCI Global Markets Index, and the S&P Global Renewable Energy Index. The analysis encompasses the period from the creation of these indices on September 28, 2008, through January 12, 2022. To minimize risk, portfolios have increasingly adopted diverse indices, such as the S&P Global Clean Energy Index and the S&P Green Bond Index. This study investigates the intricate relationship between green financing and digital finance, shedding light on their combined impact on the uptake of renewable energy in China. This study examines the role of digital financial technologies, including blockchain, mobile payment systems, and big data analytics, in enhancing the accessibility of green financing choices for renewable energy projects. A comprehensive analysis of existing literature and empirical research is conducted to achieve this objective. The results emphasize the significant progress in improving financial inclusion, risk management, and transparency by integrating green financing and digital finance. As mentioned earlier, the enhancements have significantly enhanced the level of trust and assurance among investors operating within the renewable energy industry. Moreover, the report highlights the crucial need for continuous governmental backing and financial investments in digital financial infrastructure to drive China towards a more environmentally friendly and sustainable energy framework."
